eu_priority,secondary_index,decile,country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Energy and Housing,Housing expense,10,AT,0.22324411126347007,0.22324411126347007,0.22324411126347007,0.22324411126347007,0.19456033653565194,0.2192605416797286,0.2150185233938264,0.21858999978544663,0.21537999437010594,0.22021273849049455,0.21970154435573577,0.22602220074836557,0.22725943328641096,0.22725943328641096,0.22291944139867909,0.22725943328641096,0.22277854705308742,0.21414560571771954,0.21867749924406932,0.21936147934217096
Energy and Housing,Housing expense,10,BE,0.6838280017652979,0.6838280017652979,0.6838280017652979,0.6838280017652979,0.6663400821029046,0.6710835996701932,0.6584409405953939,0.6651365851010379,0.6715555804730301,0.6800384508071646,0.6814679178865974,0.8061680452369853,0.8016886929865867,0.8013859119066138,0.8063006566453964,0.809687202302165,0.8071614444087023,0.8071614444087023,0.8071614444087023,0.8071614444087023
Energy and Housing,Housing expense,10,BG,0.9061168353507257,0.9061168353507257,0.9061168353507257,0.9061168353507257,0.7703235735918894,0.677574093800528,0.8584829857941648,0.860326432458226,0.8618193286980319,0.8655167122515952,0.877029754964133,0.8317807737941268,0.8369150657577888,0.874245318208904,0.8973894617421881,0.9041169682498641,0.7636257814039482,0.8414553862907125,0.8363037604526188,0.8476412689546361
Energy and Housing,Housing expense,10,CH,,,,,,,,,,,,,,,,,,,,
Energy and Housing,Housing expense,10,CY,0.8043446385231459,0.8043446385231459,0.8043446385231459,0.8043446385231459,0.7968789593996243,0.7883545793271453,0.722985154803491,0.7066272417003652,0.727139364835249,0.753968177885323,0.7281142539632114,0.7645709096512788,0.7410887021216948,0.7989443325262982,0.7556433156161725,0.7772247129939682,0.7353717401142867,0.6892501871477329,0.7700802589942174,0.7651655520744057
Energy and Housing,Housing expense,10,CZ,0.6512785436213995,0.6512785436213995,0.6512785436213995,0.6512785436213995,0.6211465023076097,0.6371316011950255,0.6231299023088556,0.6014769892783955,0.6434468516495832,0.6397774834416081,0.6287070252388044,0.665366291075644,0.6846818688868442,0.6962181403926395,0.6955636769279072,0.677990594428694,0.6275502602541821,0.6311883957753359,0.6586274901563264,0.6708176142371557
Energy and Housing,Housing expense,10,DE,0.21691351311401877,0.21691351311401877,0.21691351311401877,0.21691351311401877,0.21691351311401877,0.21691351311401877,0.21691351311401877,0.21515846510852943,0.21478676943060404,0.21579056786948106,0.21210369758494482,0.5614643356350065,0.564647476605282,0.5653347301068303,0.5737696580676309,0.5749513115059107,0.5671455322247403,0.5676132662466907,0.5718402667482002,0.5189862653981863
Energy and Housing,Housing expense,10,DK,0.7790251129903085,0.7790251129903085,0.7790251129903085,0.7790251129903085,0.764882105507486,0.7790251129903085,0.7652418304887174,0.7790251129903085,0.765577147244133,0.7680559965483101,0.7460674425449866,0.20543395249380486,0.20841851683906812,0.2078752422586511,0.20330287044490145,0.19407494979633036,0.21304129089280707,0.2158200886960428,0.21934521420225409,0.20381188727538366
Energy and Housing,Housing expense,10,EE,0.8780763795254113,0.8780763795254113,0.8780763795254113,0.8780763795254113,0.8599553532917538,0.7896119241827164,0.8302100824992861,0.7925535350798585,0.8131848507304462,0.8142499833115536,0.8315444396684484,0.18444582047621047,0.18378704991540185,0.1877683137883746,0.18236666592702983,0.1618004697673501,0.6410758402995815,0.6624616086775796,0.661802431424974,0.6551269649427529
Energy and Housing,Housing expense,10,EL,0.20020297185867278,0.20020297185867278,0.20020297185867278,0.20020297185867278,0.6135246371178564,0.7021791386387338,0.729990845798838,0.7864598182723025,0.20020297185867278,0.20020297185867278,0.20020297185867278,0.20703269677767586,0.20703269677767586,0.20703269677767586,0.20703269677767586,0.20703269677767586,0.5734868469602118,0.7404834523825958,0.2136176806881555,0.2136176806881555
Energy and Housing,Housing expense,10,ES,0.6857169863780896,0.6857169863780896,0.6857169863780896,0.6857169863780896,0.6005706756341432,0.6542767771283867,0.6746638810513013,0.6493847992892896,0.647730113264782,0.6638775035350838,0.6638515457734521,0.7004194125907806,0.709746415208291,0.7092736919552247,0.6985391646365267,0.7022118267195213,0.6557467928833687,0.6639937688166662,0.6752287070807548,0.5891569690221269
Energy and Housing,Housing expense,10,FI,0.7385453990353034,0.7385453990353034,0.7385453990353034,0.7385453990353034,0.6663033935052071,0.7076000055319923,0.7034814212969485,0.7177847201180236,0.7075039455731168,0.7134539226674311,0.7126957743550247,0.529274681756407,0.5324354178176766,0.5402608773503267,0.5290232913950779,0.5221574720066231,0.49713314610171255,0.514583434184674,0.5251950484659118,0.5057032967781611
Energy and Housing,Housing expense,10,FR,0.8158916132129779,0.8158916132129779,0.8158916132129779,0.8158916132129779,0.6917378514324506,0.7411644380434081,0.7588794482590604,0.8021042707556725,0.7826156237026488,0.7943367689355127,0.7788587519172266,0.7367535164021569,0.7765748367334716,0.7668636532237949,0.7567358278773549,0.7479004832737522,0.707465332300817,0.7502192748878439,0.7480364321644976,0.740467652610723
Energy and Housing,Housing expense,10,HR,0.6624472019598051,0.6624472019598051,0.6624472019598051,0.6624472019598051,0.7184510331555557,0.7824221198929574,0.7822903651049948,0.8034606695814965,0.8020543283585067,0.8044144175767568,0.8006655306488055,0.8382264839669946,0.8686764399345566,0.871616871523112,0.8603449861010013,0.8376819196387536,0.8372885380189716,0.8653465415187015,0.8628853597493016,0.8636974978344197
Energy and Housing,Housing expense,10,HU,0.9084348423126681,0.9084348423126681,0.9084348423126681,0.9084348423126681,0.9084348423126681,0.9084348423126681,0.7922679237072016,0.8121875553835539,0.7749424648073409,0.8453623222130054,0.8064275064265046,0.7899646135728747,0.7894133477607994,0.8190570235629229,0.8447857324745676,0.8446242192459089,0.723172282176379,0.6910277662106525,0.7330272973342858,0.6210195696192833
Energy and Housing,Housing expense,10,IE,0.8452162192089128,0.8452162192089128,0.8452162192089128,0.8452162192089128,0.7980102950481545,0.8452162192089128,0.8452162192089128,0.7608665591841073,0.7843937474977307,0.8016465079359356,0.7617682710273269,0.6388501468780128,0.7528160612473564,0.7374098194530985,0.804965702519193,0.7825764519144228,0.6917081593056059,0.7080406237562628,0.7598731185738262,0.7590138826659543
Energy and Housing,Housing expense,10,IS,,,,,,,,,,,,,,,,,,,,
Energy and Housing,Housing expense,10,IT,,,,,,,,,,,,,,,,,,,,
Energy and Housing,Housing expense,10,LT,0.8518024434125052,0.8518024434125052,0.8518024434125052,0.8518024434125052,0.8518024434125052,0.8518024434125052,0.8457269250941958,0.7965437315502181,0.8434538677623229,0.8157360620774391,0.8163110021583376,0.8487614750575531,0.8328859580550897,0.861705457665885,0.8641028483013582,0.8414886652348543,0.7663567123900329,0.8254403674755643,0.8280088923655557,0.7760999184395607
Energy and Housing,Housing expense,10,LU,0.7926302567341241,0.7926302567341241,0.7926302567341241,0.7926302567341241,0.7652812911006568,0.7926302567341241,0.7926302567341241,0.7907760719476867,0.7837185180916723,0.7674241663266609,0.7769625292059711,0.7947026884803258,0.7872678649944586,0.7924844170532872,0.7892399107895429,0.7840260739669622,0.6452328143476195,0.635294724045475,0.6452328143476195,0.626106378845407
Energy and Housing,Housing expense,10,LV,0.2733664596980135,0.2733664596980135,0.2733664596980135,0.2733664596980135,0.22745117986817606,0.2252645514556157,0.25584024714163683,0.250604424134325,0.2653244144508016,0.2658657410448323,0.2705654380449008,0.6949171273550185,0.7222084740276263,0.7341138166208292,0.7409842033487899,0.7224284369562388,0.48794610084195134,0.48407261281972264,0.4919457429106635,0.5052664857470861
Energy and Housing,Housing expense,10,MT,0.1633244419072286,0.1633244419072286,0.1633244419072286,0.1633244419072286,0.1633244419072286,0.1609991237222592,0.16165300725683568,0.1600656357048582,0.16314734354367535,0.16283199409719704,0.15831882319908352,0.5072171521567214,0.5273877317540229,0.5332163837621982,0.5109623459952349,0.5059316735737162,0.1394689775781996,0.16031834096883626,0.16031834096883626,0.1549044219958203
Energy and Housing,Housing expense,10,NL,0.8428431927095924,0.8428431927095924,0.8428431927095924,0.8428431927095924,0.778244158856439,0.8244265757873134,0.828097777105514,0.8304779835755322,0.8335962960591363,0.830429691126542,0.8105718358280373,0.8133693813720135,0.8460335840289852,0.8432903452657258,0.8566885807636896,0.8327885063117368,0.8125353569957264,0.8344319232968119,0.8372477182029312,0.8101992759345422
Energy and Housing,Housing expense,10,NO,0.6318770946872976,0.6318770946872976,0.6318770946872976,0.6318770946872976,0.5785517468058471,0.6318770946872976,0.6318770946872976,0.6161303952851829,0.6184191831514901,0.6261068968471407,0.6089156727629431,0.624775688982055,0.6343331429499598,0.6367774676117985,0.632531059231921,0.6195372983410241,0.5792065909274543,0.6168496894727318,0.604541756253047,0.5659814676304026
Energy and Housing,Housing expense,10,PL,0.8195099432360512,0.8195099432360512,0.8195099432360512,0.8195099432360512,0.8002149515697683,0.7863328681102171,0.8156736370901367,0.800521199624355,0.8048525692556783,0.7981115261193679,0.8153560037636266,0.850442898792944,0.8516249835118938,0.8530304767107251,0.8550866603963994,0.8569962156629962,0.7873364417627357,0.7770288509097585,0.7938328730915131,0.767434623418371
Energy and Housing,Housing expense,10,PT,0.7728437916276422,0.7728437916276422,0.7728437916276422,0.7728437916276422,0.6772685354004336,0.7506023902824592,0.7687247761255758,0.761294660704105,0.7662855820773566,0.7579857083027146,0.7442061840876837,0.814611484912565,0.8207754594757184,0.8112948446083055,0.8259045005872993,0.8316320792245255,0.9133436173660316,0.9368017510265502,0.9462766503828179,0.9184558881662556
Energy and Housing,Housing expense,10,RO,0.8992312712765752,0.8992312712765752,0.8992312712765752,0.8992312712765752,0.8735154692865865,0.8861013499969655,0.8796387483737168,0.8886177430298475,0.8914635777933224,0.8916613173354253,0.8992312712765752,0.9332249533522106,0.9078515086899556,0.9035611705487128,0.9270321302693701,0.9114929467043241,0.9266031795850621,0.8032800632537153,0.9266031795850621,0.8759161811531115
Energy and Housing,Housing expense,10,RS,,,,,,,,,,,,,,,,,,,,
Energy and Housing,Housing expense,10,SE,0.6317217030601154,0.6317217030601154,0.6317217030601154,0.6317217030601154,0.6317217030601154,0.6317217030601154,0.6317217030601154,0.6202683888998868,0.6101293601854325,0.6235629630583255,0.6256521842833198,0.7301389631814007,0.7349319601490538,0.7372689856739001,0.7324492868568573,0.7314772924096222,0.6938250285409859,0.6979231348368559,0.691860102112961,0.6843211201859282
Energy and Housing,Housing expense,10,SI,0.7312348483654547,0.7312348483654547,0.7312348483654547,0.7312348483654547,0.7072855800916528,0.7137996906288053,0.7188821093900958,0.7304482168197833,0.698136639276511,0.7173445546653211,0.7008547613911462,0.712926763847268,0.7157682740322631,0.7222118732417867,0.724780638564307,0.7229282980905299,0.8000083035722922,0.7968881171604925,0.8041187201659884,0.786094189634554
Energy and Housing,Housing expense,10,SK,0.8863133260582684,0.8863133260582684,0.8863133260582684,0.8863133260582684,0.22263184177918907,0.22263184177918907,0.6753442115074871,0.8174205044849581,0.8096051317279581,0.8545440774483102,0.8327764998416716,0.8774589277329086,0.8339537886645983,0.8512363513152104,0.6940017320630544,0.47052446385494295,0.21733198556778574,0.21733198556778574,0.7681356668547482,0.5680948466981949
Energy and Housing,Housing expense,10,UK,0.2011503989163001,0.2011503989163001,0.2011503989163001,0.2011503989163001,0.2011503989163001,0.2011503989163001,0.2011503989163001,0.1841578013678498,0.2011503989163001,0.1999327780483818,0.19645091274999127,0.19079411545729263,0.18971873586838062,0.18898525809750893,0.19080595601644765,0.18969140678381322,0.10493253599291912,0.10524052318212448,0.10532522914414302,0.10453426589824841
Equality,Life satisfaction,1,AT,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7683125898869777,,,,,,,,0.7892007320152425,0.7834449395323608,0.7511630926017847
Equality,Life satisfaction,1,BE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9567930944726981,,,,,,,,0.9402835476119602,0.932073738405009,0.9526491395481705
Equality,Life satisfaction,1,BG,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.02381267317369388,,,,,,,,0.015361511604305478,0.018249283850687262,0.020887169360626033
Equality,Life satisfaction,1,CH,,,,,,,,,,,,,,,,,,,,
Equality,Life satisfaction,1,CY,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.7136317345120015,,,,,,,,0.7396179062409826,0.7605853998154347,0.8316927852088178
Equality,Life satisfaction,1,CZ,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.7994657133625829,,,,,,,,1.0,1.0,1.0
Equality,Life satisfaction,1,DE,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.6737577091920355,,,,,,,,0.7569026684006243,0.704761698553729,0.7128157991066604
Equality,Life satisfaction,1,DK,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6370903353797461,,,,,,,,0.6113308192168034,0.6254112757365862,0.6254112757365862
Equality,Life satisfaction,1,EE,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.7092116418956997,,,,,,,,0.7352824342062416,0.7475930474658397,0.8128974471864792
Equality,Life satisfaction,1,EL,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.6946309118702071,,,,,,,,0.7246772426529695,0.7040293938615965,0.744699903414382
Equality,Life satisfaction,1,ES,,,,,,,,,,,,,,,,,,,,
Equality,Life satisfaction,1,FI,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7537164913199127,,,,,,,,0.799334330065328,0.7796289831532509,0.7480619428355072
Equality,Life satisfaction,1,FR,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.6644410484883044,,,,,,,,0.429324892235493,0.4306682856980944,0.43612121937090403
Equality,Life satisfaction,1,HR,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.6285002845576864,,,,,,,,0.6636383065501487,0.7057129203913345,0.7057129203913345
Equality,Life satisfaction,1,HU,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.34904721834785263,,,,,,,,0.5106900534741362,0.538302577149711,0.5419220666733618
Equality,Life satisfaction,1,IE,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.8342975252327614,,,,,,,,0.8100387834589994,0.8581749758292397,0.8462035722960753
Equality,Life satisfaction,1,IS,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.5821350475267671,,,,,,,,0.7123627814431911,0.7123627814431911,0.7123627814431911
Equality,Life satisfaction,1,IT,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.7533400498882803,,,,,,,,0.7716287783350422,0.8151223053198099,0.7828284378772707
Equality,Life satisfaction,1,LT,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.7547007042916548,,,,,,,,0.6622686398895232,0.7454767556828185,0.8201841324931306
Equality,Life satisfaction,1,LU,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.6761064566019773,,,,,,,,0.6580539767367258,0.6618522590149725,0.7186333289263143
Equality,Life satisfaction,1,LV,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.629344078071521,,,,,,,,0.7264244280921329,0.7456542831333698,0.7456542831333698
Equality,Life satisfaction,1,MT,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0287106691667017,,,,,,,,0.5875379804642092,0.5918612697126122,0.6269295740928607
Equality,Life satisfaction,1,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,0.9462889051560588,0.9519589689058944,0.9443171514857154
Equality,Life satisfaction,1,NO,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6159128534373496,,,,,,,,0.6902827341855706,0.7044547301291437,0.6946133619437826
Equality,Life satisfaction,1,PL,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.8240206927998402,,,,,,,,0.9005569609182409,0.9036144440447322,0.9036144440447322
Equality,Life satisfaction,1,PT,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.5368224743471512,,,,,,,,0.6704050718177996,0.6722930257389651,0.6868735002968833
Equality,Life satisfaction,1,RO,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.7754123615810787,,,,,,,,0.8217139284127958,0.8022452639455925,0.8609843059947245
Equality,Life satisfaction,1,RS,,,,,,,,,,,,,,,,,,,,
Equality,Life satisfaction,1,SE,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6510595254382611,,,,,,,,0.39787199384667765,0.40636403080065236,0.40642178271784246
Equality,Life satisfaction,1,SI,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.7288525011886096,,,,,,,,0.8052480585774812,0.8046554274534714,0.7804864028194927
Equality,Life satisfaction,1,SK,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.782178900854786,,,,,,,,0.8054888796016705,0.7696034254911697,0.8030694437531117
Equality,Life satisfaction,1,UK,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5344364787075085,,,,,,,,0.6695528040260806,0.6695528040260806,0.6695528040260806
Equality,Life satisfaction,2,AT,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7961744799327746,0.7706391283898242,,,,,,,,0.7935249789992816,0.7882841654063335,0.7199276284281468
Equality,Life satisfaction,2,BE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9807918614286355,,,,,,,,0.945674117635602,0.943563411378493,0.9480178914913273
Equality,Life satisfaction,2,BG,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.7530228440606301,0.02381267317369388,,,,,,,,0.01437811226040795,0.0010000000000000002,0.016233969234406065
Equality,Life satisfaction,2,CH,,,,,,,,,,,,,,,,,,,,
Equality,Life satisfaction,2,CY,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.8676597864106775,0.7010234575041361,,,,,,,,0.7820535212396653,0.7686737406753583,0.7799415107921746
Equality,Life satisfaction,2,CZ,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.9018599336379057,0.8456894612156302,,,,,,,,1.0,1.0,1.0
Equality,Life satisfaction,2,DE,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.8007140019423515,0.7174972289896794,,,,,,,,0.7332014703380673,0.6453550442809202,0.6608636959209109
Equality,Life satisfaction,2,DK,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6502419015878508,0.6334941142689184,,,,,,,,0.6466524009904926,0.6312370738375619,0.6204394758563336
Equality,Life satisfaction,2,EE,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.8275727082780973,0.7124019901885049,,,,,,,,0.7321791723842869,0.7060360663801424,0.7727010322876833
Equality,Life satisfaction,2,EL,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.8619818959281812,0.681493674710935,,,,,,,,0.757794028551748,0.6812072041697058,0.7122612643831432
Equality,Life satisfaction,2,ES,,,,,,,,,,,,,,,,,,,,
Equality,Life satisfaction,2,FI,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7654612351145257,0.7592667639556163,,,,,,,,0.8043098219593121,0.7633995922609634,0.7043357201899412
Equality,Life satisfaction,2,FR,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.7127624419727114,0.6844756600379641,,,,,,,,0.4315879359927995,0.41906938087884665,0.4248438256074781
Equality,Life satisfaction,2,HR,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.8070214887418659,0.6982711831951316,,,,,,,,0.7266748720995462,0.6734252281416784,0.634311547236091
Equality,Life satisfaction,2,HU,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.502570255923069,0.4060551234043435,,,,,,,,0.515682926274762,0.5533939301544667,0.5233240331981435
Equality,Life satisfaction,2,IE,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.9088949105325383,0.8852172532432618,,,,,,,,0.843751981104662,0.7756647462513991,0.8729237481324685
Equality,Life satisfaction,2,IS,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.6149167958015018,0.5949132536049974,,,,,,,,0.7123627814431911,0.7123627814431911,0.7123627814431911
Equality,Life satisfaction,2,IT,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.8325029515587934,0.764213819965666,,,,,,,,0.7596805907302031,0.8061425018575631,0.7643138558876948
Equality,Life satisfaction,2,LT,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.9058944445909707,0.7989110932813192,,,,,,,,0.6985500458898812,0.7689023207433117,0.7947515533920083
Equality,Life satisfaction,2,LU,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.7265417018100216,0.6989514064490017,,,,,,,,0.7442791332979252,0.7104311216181614,0.6805401756483928
Equality,Life satisfaction,2,LV,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.7521074507616341,0.642346658837915,,,,,,,,0.7710401331694241,0.7494156839177559,0.7342113516672135
Equality,Life satisfaction,2,MT,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.030421917259250832,,,,,,,,0.5720520411685198,0.6049316596280124,0.6001285203857302
Equality,Life satisfaction,2,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9932923591290489,,,,,,,,0.9103077306515724,0.8953172187077441,0.7992312558121348
Equality,Life satisfaction,2,NO,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6350910614566,0.6210560982963456,,,,,,,,0.6291267435034703,0.6564254535283913,0.6467184995661623
Equality,Life satisfaction,2,PL,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.9105044280849366,0.8768289751852659,,,,,,,,0.9070552393442064,0.9034053202002167,0.9008926396144264
Equality,Life satisfaction,2,PT,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.6797857034483809,0.5347896952607546,,,,,,,,0.6769102266114313,0.6456810282085986,0.6706569135844428
Equality,Life satisfaction,2,RO,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8650735072128141,0.8191911876227378,,,,,,,,0.8469738025037523,0.8323913380802825,0.8705807951898579
Equality,Life satisfaction,2,RS,,,,,,,,,,,,,,,,,,,,
Equality,Life satisfaction,2,SE,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6695242058600682,0.6486812758083922,,,,,,,,0.41589553172606114,0.3893208356178828,0.3755800942015962
Equality,Life satisfaction,2,SI,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.8113295852329534,0.7489469000772917,,,,,,,,0.8150592829722862,0.8210837630535753,0.7813259656390541
Equality,Life satisfaction,2,SK,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.92423066036923,0.8172587831747518,,,,,,,,0.7853781028984641,0.7745524854450365,0.8508616834241711
Equality,Life satisfaction,2,UK,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5937095403674323,0.5514575975967134,,,,,,,,0.6695528040260806,0.6695528040260806,0.6695528040260806
