Country;Record;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Luxembourg;CBA_GgCO2eq;1.486551e+04;1.523231e+04;1.559910e+04;1.586484e+04;1.569722e+04;1.449688e+04;1.525559e+04;1.490931e+04;1.510444e+04;1.576682e+04;1.686254e+04;1.690372e+04;1.751092e+04;1.859341e+04;2.041523e+04;2.046459e+04;2.078892e+04;2.117933e+04;2.216461e+04;2.102317e+04;2.213443e+04;2.350662e+04;2.246343e+04;2.275085e+04;2.093117e+04;2.070558e+04;9.286343e+03;9.539340e+03;1.005263e+04;9.588135e+03;9.039327e+03;9.032367e+03;8.842451e+03
Macao SAR;CBA_GgCO2eq;3.205447e+03;3.304366e+03;3.403284e+03;3.746083e+03;4.468043e+03;4.378407e+03;4.225203e+03;4.237655e+03;4.090956e+03;4.118148e+03;4.335442e+03;4.336517e+03;4.484197e+03;5.025527e+03;5.827459e+03;6.224748e+03;7.114022e+03;7.895980e+03;7.825554e+03;7.323516e+03;7.891521e+03;9.078622e+03;8.775653e+03;8.688540e+03;8.383097e+03;8.035893e+03;7.947768e+03;7.599241e+03;7.300326e+03;7.168238e+03;7.208244e+03;7.137761e+03;7.363263e+03
Madagascar;CBA_GgCO2eq;2.114334e+04;2.099007e+04;2.083681e+04;2.124186e+04;2.050927e+04;2.144860e+04;2.359429e+04;2.423062e+04;2.475444e+04;2.475020e+04;2.300171e+04;2.264144e+04;2.250582e+04;2.353260e+04;2.099273e+04;2.317759e+04;2.506282e+04;2.683108e+04;2.780167e+04;2.892822e+04;2.871509e+04;2.894908e+04;2.997216e+04;3.000523e+04;3.016050e+04;3.093645e+04;3.315103e+04;3.244406e+04;3.100476e+04;3.186513e+04;3.168936e+04;3.128093e+04;3.188092e+04
Malawi;CBA_GgCO2eq;6.334364e+03;6.494848e+03;6.655332e+03;6.801339e+03;5.890657e+03;6.115184e+03;6.658631e+03;6.941760e+03;6.652187e+03;6.964676e+03;6.912754e+03;6.822502e+03;7.582100e+03;7.714881e+03;7.833101e+03;8.157582e+03;8.402489e+03;8.721934e+03;9.670382e+03;1.025061e+04;1.074168e+04;1.068810e+04;1.093776e+04;1.132625e+04;1.103168e+04;1.210703e+04;1.261361e+04;1.330828e+04;1.467399e+04;1.573131e+04;1.555595e+04;1.625446e+04;1.642000e+04
Malaysia;CBA_GgCO2eq;7.130156e+04;8.523088e+04;9.916020e+04;1.077274e+05;1.176663e+05;1.208344e+05;1.393704e+05;1.407289e+05;1.042932e+05;1.126112e+05;1.346440e+05;1.335860e+05;1.400330e+05;1.439981e+05;1.481794e+05;1.562873e+05;1.613540e+05;1.771835e+05;1.843337e+05;1.865812e+05;1.963952e+05;2.000105e+05;2.158048e+05;2.320713e+05;2.362216e+05;2.392715e+05;2.358438e+05;2.333424e+05;2.439516e+05;2.432589e+05;2.356200e+05;2.292507e+05;2.331968e+05
Maldives;CBA_GgCO2eq;3.860467e+02;4.068122e+02;4.275776e+02;4.245865e+02;4.730706e+02;5.363151e+02;5.855405e+02;6.935092e+02;6.611442e+02;7.953198e+02;7.801434e+02;8.395360e+02;9.065892e+02;8.782539e+02;1.132463e+03;1.189767e+03;1.688109e+03;1.772552e+03;1.962992e+03;2.044171e+03;2.118480e+03;2.167496e+03;2.159656e+03;2.352202e+03;2.318802e+03;2.348804e+03;1.750027e+03;1.805293e+03;2.484239e+03;2.705940e+03;2.711102e+03;2.668955e+03;2.901473e+03
Mali;CBA_GgCO2eq;1.047039e+04;1.048336e+04;1.049633e+04;1.060110e+04;1.068808e+04;1.095168e+04;1.162762e+04;1.179762e+04;1.290665e+04;1.383640e+04;1.411174e+04;1.734836e+04;2.050832e+04;2.425701e+04;2.962050e+04;3.344907e+04;3.671076e+04;4.051426e+04;4.599342e+04;4.835296e+04;5.366341e+04;5.471937e+04;5.619095e+04;5.866235e+04;5.944598e+04;6.222196e+04;6.722787e+04;6.781824e+04;6.840931e+04;6.928009e+04;7.188205e+04;7.420576e+04;7.355506e+04
Malta;CBA_GgCO2eq;3.826617e+03;3.809746e+03;3.792875e+03;4.125886e+03;4.103017e+03;4.162218e+03;4.281574e+03;4.116826e+03;4.289464e+03;4.453422e+03;4.538781e+03;4.396075e+03;4.436702e+03;4.585334e+03;4.527683e+03;4.411276e+03;4.575601e+03;4.676590e+03;4.665275e+03;4.379501e+03;4.474005e+03;4.494806e+03;5.110437e+03;4.271555e+03;4.119941e+03;3.504367e+03;3.024090e+03;3.018974e+03;3.358563e+03;3.128960e+03;3.064973e+03;3.006940e+03;2.956266e+03
Mauritania;CBA_GgCO2eq;4.407902e+03;4.400771e+03;4.393641e+03;4.689593e+03;5.025603e+03;4.520374e+03;4.750421e+03;4.855950e+03;4.728820e+03;4.959607e+03;4.944848e+03;7.045458e+03;7.588612e+03;4.696599e+03;7.012930e+03;5.521033e+03;6.466949e+03;7.822849e+03;9.348614e+03;7.322931e+03;6.521853e+03;6.124236e+03;7.030690e+03;7.787050e+03;7.797103e+03;8.106557e+03;8.449575e+03;8.374338e+03;8.837407e+03;9.082425e+03;9.096586e+03;9.226406e+03;8.741203e+03
Mauritius;CBA_GgCO2eq;4.299599e+03;4.466651e+03;4.633703e+03;4.864509e+03;5.027884e+03;5.178918e+03;5.498800e+03;5.706435e+03;5.800866e+03;6.181250e+03;6.639528e+03;6.720613e+03;6.700856e+03;6.848526e+03;6.969782e+03;6.372505e+03;8.395073e+03;8.556021e+03;9.323590e+03;9.064017e+03;9.605736e+03;1.012833e+04;1.026023e+04;1.055718e+04;9.846570e+03;1.081540e+04;7.982109e+03;8.271869e+03;8.963112e+03;9.049441e+03;8.957000e+03;8.955677e+03;9.153498e+03
Mexico;CBA_GgCO2eq;4.624362e+05;4.690868e+05;4.757375e+05;4.853013e+05;5.098595e+05;4.484412e+05;4.807714e+05;5.193688e+05;5.407877e+05;5.280391e+05;5.546185e+05;5.478260e+05;5.615879e+05;5.634165e+05;5.564482e+05;5.724819e+05;5.923766e+05;6.289671e+05;6.874188e+05;6.550467e+05;6.461567e+05;6.507218e+05;6.327195e+05;6.479631e+05;6.360954e+05;6.600580e+05;6.544811e+05;6.414430e+05;6.301100e+05;6.408076e+05;5.962911e+05;6.051086e+05;5.978052e+05
Monaco;CBA_GgCO2eq;4.540753e+02;4.249950e+02;3.959147e+02;3.659563e+02;4.043927e+02;3.969182e+02;3.998679e+02;4.751441e+02;3.863826e+02;4.315266e+02;4.113992e+02;4.441844e+02;4.544986e+02;4.088567e+02;3.859498e+02;3.887319e+02;3.724729e+02;3.841606e+02;3.833509e+02;3.543039e+02;3.588918e+02;3.871773e+02;3.578608e+02;3.758413e+02;3.081455e+02;3.015113e+02;4.361272e+02;4.233931e+02;1.171211e+03;1.056728e+03;1.017044e+03;1.021876e+03;1.083420e+03
Mongolia;CBA_GgCO2eq;2.554085e+04;2.376917e+04;2.199749e+04;1.882013e+04;1.849863e+04;1.830761e+04;1.611459e+04;1.128160e+04;9.098913e+03;9.041982e+03;5.993308e+03;8.047389e+03;8.065096e+03;9.633496e+03;1.086155e+04;1.139911e+04;1.397564e+04;1.594707e+04;1.894582e+04;1.947898e+04;1.728262e+04;1.915671e+04;2.224113e+04;2.459015e+04;2.474971e+04;2.295880e+04;3.540041e+04;3.968759e+04;4.073102e+04;4.400106e+04;4.247966e+04;4.345477e+04;4.470931e+04
Montenegro;CBA_GgCO2eq;5.642685e+03;4.988831e+03;4.334977e+03;3.076862e+03;2.613112e+03;2.346864e+03;3.862248e+03;4.305408e+03;4.284825e+03;4.501868e+03;4.822236e+03;4.756860e+03;5.306214e+03;5.079557e+03;4.874911e+03;4.595025e+03;4.888499e+03;5.733662e+03;5.172559e+03;5.053297e+03;5.945363e+03;6.099047e+03;5.476308e+03;5.223682e+03;5.097649e+03;5.011296e+03;3.406737e+03;3.546464e+03;5.189447e+03;5.047826e+03;4.964230e+03;4.451925e+03;4.889849e+03
Morocco;CBA_GgCO2eq;3.861790e+04;3.806486e+04;3.751183e+04;3.744624e+04;3.986133e+04;4.143856e+04;4.350412e+04;4.388173e+04;4.493105e+04;4.634872e+04;4.744709e+04;4.839342e+04;5.030310e+04;5.289297e+04;5.484502e+04;5.619234e+04;5.742878e+04;5.988463e+04;6.281908e+04;6.725583e+04;6.790033e+04;7.490827e+04;7.750972e+04;7.818505e+04;7.806183e+04;8.040788e+04;7.920871e+04;8.084791e+04;8.362837e+04;8.535113e+04;8.157003e+04;8.490518e+04;8.454553e+04
Mozambique;CBA_GgCO2eq;2.191978e+04;2.189055e+04;2.186133e+04;2.225579e+04;2.224714e+04;2.246174e+04;2.235688e+04;2.101473e+04;2.325323e+04;2.282964e+04;2.180433e+04;2.378638e+04;2.617418e+04;2.708283e+04;2.723647e+04;2.910228e+04;2.796661e+04;2.902136e+04;3.032118e+04;2.857379e+04;3.034992e+04;3.395069e+04;3.598057e+04;3.859738e+04;4.232445e+04;4.074503e+04;4.310906e+04;4.169835e+04;4.856437e+04;4.679365e+04;4.407577e+04;4.493315e+04;4.650852e+04
Myanmar;CBA_GgCO2eq;2.954743e+04;2.949966e+04;2.945188e+04;3.074477e+04;3.229292e+04;3.391141e+04;3.346115e+04;3.037936e+04;3.000175e+04;3.204366e+04;2.946151e+04;3.163606e+04;3.310653e+04;3.821774e+04;3.974234e+04;4.068474e+04;4.282502e+04;4.463305e+04;4.383561e+04;4.578807e+04;4.825703e+04;4.909123e+04;4.683859e+04;4.844328e+04;5.126957e+04;5.615176e+04;6.678600e+04;6.863423e+04;7.304158e+04;7.200266e+04;7.148286e+04;6.985711e+04;7.601056e+04
Namibia;CBA_GgCO2eq;1.325859e+04;1.356409e+04;1.386959e+04;1.366144e+04;1.334181e+04;1.361369e+04;1.340486e+04;1.353586e+04;1.340388e+04;1.336166e+04;1.361041e+04;1.412339e+04;1.305793e+04;1.465201e+04;1.461809e+04;1.462198e+04;1.572487e+04;1.689681e+04;1.561352e+04;1.871181e+04;1.820150e+04;1.980685e+04;2.035176e+04;1.698146e+04;1.425030e+04;1.804164e+04;1.712283e+04;1.564968e+04;1.515755e+04;1.474314e+04;1.585885e+04;1.583726e+04;1.553063e+04
Nepal;CBA_GgCO2eq;2.353372e+04;2.346949e+04;2.340526e+04;2.404487e+04;2.461035e+04;2.576984e+04;2.586191e+04;2.555134e+04;2.432272e+04;2.515432e+04;2.452607e+04;2.543782e+04;2.532625e+04;2.598799e+04;2.560826e+04;2.649732e+04;2.759430e+04;2.837674e+04;2.940029e+04;3.167753e+04;3.394168e+04;3.481052e+04;3.519312e+04;3.682802e+04;3.821712e+04;3.751812e+04;4.454286e+04;4.760975e+04;4.971929e+04;4.999883e+04;4.916948e+04;4.903893e+04;5.171283e+04
Netherlands;CBA_GgCO2eq;2.129411e+05;2.182066e+05;2.234721e+05;2.262478e+05;2.304387e+05;2.343665e+05;2.413154e+05;2.228814e+05;2.379541e+05;2.313566e+05;2.297761e+05;2.381667e+05;2.400593e+05;2.543144e+05;2.622159e+05;2.572585e+05;2.601200e+05;2.607123e+05;2.628962e+05;2.531622e+05;2.575929e+05;2.435137e+05;2.393085e+05;2.369221e+05;2.233490e+05;2.335981e+05;2.205419e+05;2.255595e+05;2.223960e+05;2.107711e+05;2.081250e+05;2.039459e+05;1.997464e+05
Netherlands Antilles;CBA_GgCO2eq;6.724115e+03;5.630653e+03;4.537190e+03;5.554182e+03;5.572063e+03;5.486923e+03;5.103288e+03;5.084114e+03;1.430716e+03;2.774386e+03;5.133870e+03;5.213015e+03;5.081283e+03;5.129451e+03;5.362465e+03;5.276039e+03;5.251533e+03;5.548781e+03;5.426891e+03;5.505755e+03;4.254164e+03;4.774421e+03;5.461905e+03;4.852562e+03;5.183052e+03;5.503463e+03;6.898288e+03;7.317533e+03;7.264264e+03;7.200616e+03;6.286033e+03;7.026018e+03;6.975561e+03
New Caledonia;CBA_GgCO2eq;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
New Zealand;CBA_GgCO2eq;6.185322e+04;6.259506e+04;6.333690e+04;6.440623e+04;6.788876e+04;6.842918e+04;7.177840e+04;7.058868e+04;6.704119e+04;6.911754e+04;6.750597e+04;7.057514e+04;7.056129e+04;7.610611e+04;7.910076e+04;8.204976e+04;8.049114e+04;8.076080e+04;7.979145e+04;7.209273e+04;7.432123e+04;7.402582e+04;7.558088e+04;7.674646e+04;7.603086e+04;7.685172e+04;8.129753e+04;8.344454e+04;8.295473e+04;8.241360e+04;8.290471e+04;7.911867e+04;7.971140e+04
Nicaragua;CBA_GgCO2eq;1.077526e+04;1.061211e+04;1.044897e+04;1.072478e+04;1.087556e+04;1.044569e+04;1.045251e+04;1.123249e+04;1.124522e+04;1.261443e+04;1.275754e+04;1.294248e+04;1.317016e+04;1.386307e+04;1.361003e+04;1.404007e+04;1.418470e+04;1.455791e+04;1.470149e+04;1.473872e+04;1.508919e+04;1.628140e+04;1.663097e+04;1.668049e+04;1.740431e+04;1.841151e+04;1.668252e+04;1.630675e+04;1.559901e+04;1.611729e+04;1.601244e+04;1.643603e+04;1.631699e+04
Niger;CBA_GgCO2eq;6.157622e+03;6.818294e+03;7.478965e+03;8.358601e+03;8.933975e+03;9.179320e+03;9.897912e+03;1.061951e+04;1.214111e+04;1.288346e+04;1.234431e+04;1.288794e+04;1.324646e+04;1.470045e+04;1.553114e+04;1.573817e+04;1.598195e+04;1.659144e+04;1.757123e+04;1.900669e+04;1.906404e+04;2.009486e+04;2.187970e+04;2.352792e+04;2.462077e+04;2.493354e+04;2.766355e+04;2.805157e+04;3.081323e+04;3.166791e+04;3.255435e+04;3.390042e+04;3.438707e+04
Nigeria;CBA_GgCO2eq;2.342647e+05;2.508420e+05;2.674194e+05;2.758755e+05;2.840661e+05;3.091552e+05;3.524913e+05;3.375166e+05;2.853877e+05;2.714642e+05;2.504378e+05;2.842512e+05;2.622729e+05;3.077870e+05;2.975762e+05;3.081637e+05;3.036944e+05;3.074000e+05;3.031996e+05;2.926427e+05;3.440540e+05;3.690521e+05;3.838909e+05;3.888779e+05;3.855225e+05;3.705058e+05;4.005314e+05;4.029911e+05;4.392424e+05;4.405993e+05;4.359860e+05;4.343850e+05;4.498309e+05
Norway;CBA_GgCO2eq;6.941144e+04;6.759473e+04;6.577801e+04;6.638105e+04;6.917738e+04;7.114377e+04;7.626891e+04;7.573518e+04;7.320678e+04;7.179854e+04;7.011875e+04;7.093630e+04;7.227372e+04;7.922204e+04;8.107476e+04;8.270616e+04;8.265424e+04;8.970453e+04;9.002562e+04;8.186056e+04;8.800505e+04;8.948349e+04;8.967028e+04;9.181764e+04;8.962695e+04;8.900161e+04;8.451263e+04;8.655669e+04;8.682212e+04;7.944265e+04;8.012529e+04;7.896334e+04;7.682043e+04
Gaza Strip;CBA_GgCO2eq;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oman;CBA_GgCO2eq;2.128982e+04;2.266431e+04;2.403880e+04;2.454890e+04;2.503814e+04;2.421196e+04;2.306160e+04;2.368082e+04;2.310325e+04;2.306318e+04;2.051710e+04;2.331691e+04;2.543441e+04;3.032488e+04;3.078026e+04;3.042915e+04;3.524864e+04;3.910974e+04;4.107865e+04;4.512005e+04;4.627906e+04;5.027822e+04;5.600045e+04;5.684459e+04;5.601623e+04;5.861475e+04;7.855205e+04;7.603780e+04;6.583736e+04;6.378614e+04;6.202571e+04;6.402446e+04;6.519586e+04
Pakistan;CBA_GgCO2eq;1.836715e+05;1.874263e+05;1.911811e+05;2.008553e+05;2.076292e+05;2.122467e+05;2.251807e+05;2.270884e+05;2.302771e+05;2.354350e+05;2.405413e+05;2.432863e+05;2.524916e+05;2.657054e+05;2.774908e+05;2.922979e+05;3.127391e+05;3.224189e+05;3.243975e+05;3.366302e+05;3.308221e+05;3.401828e+05;3.410439e+05;3.466997e+05;3.549782e+05;3.712038e+05;4.586506e+05;5.034935e+05;5.121167e+05;5.174098e+05;5.233254e+05;5.476261e+05;5.789303e+05
Panama;CBA_GgCO2eq;1.005186e+04;1.135653e+04;1.266120e+04;1.247825e+04;1.296511e+04;1.240248e+04;1.301705e+04;1.276857e+04;1.381111e+04;1.321807e+04;1.321721e+04;1.415359e+04;1.321819e+04;1.355989e+04;1.359803e+04;1.476641e+04;1.535351e+04;1.550869e+04;1.606150e+04;1.688392e+04;1.821586e+04;2.031852e+04;2.048909e+04;2.168250e+04;2.099690e+04;2.061664e+04;2.015405e+04;2.154373e+04;2.191927e+04;2.185577e+04;2.022957e+04;2.115706e+04;2.122502e+04
Papua New Guinea;CBA_GgCO2eq;7.002665e+03;7.031023e+03;7.059381e+03;6.652357e+03;6.630743e+03;6.372832e+03;6.790454e+03;7.240441e+03;8.560874e+03;6.710292e+03;7.018318e+03;7.192816e+03;7.694846e+03;7.912175e+03;8.700431e+03;9.340899e+03;1.003398e+04;1.107848e+04;1.084602e+04;1.044788e+04;1.010313e+04;1.123567e+04;1.149740e+04;1.117940e+04;1.287317e+04;1.352504e+04;1.690908e+04;1.595139e+04;1.677187e+04;1.711345e+04;1.802911e+04;1.848444e+04;1.717362e+04
Paraguay;CBA_GgCO2eq;2.258127e+04;2.304821e+04;2.351515e+04;2.620208e+04;2.841028e+04;2.961946e+04;2.799533e+04;2.717270e+04;2.656398e+04;2.592750e+04;2.384260e+04;2.566937e+04;2.645099e+04;2.886579e+04;2.867764e+04;3.045218e+04;3.213273e+04;3.555006e+04;3.673684e+04;3.779800e+04;4.190904e+04;4.452521e+04;4.570203e+04;4.361744e+04;4.140379e+04;3.891019e+04;3.220531e+04;3.246625e+04;3.302186e+04;3.251912e+04;3.264667e+04;3.287490e+04;2.996962e+04
Peru;CBA_GgCO2eq;5.530792e+04;5.584849e+04;5.638906e+04;6.076154e+04;6.361013e+04;6.649505e+04;6.529272e+04;6.791655e+04;6.759057e+04;6.859825e+04;6.854046e+04;6.656942e+04;6.718716e+04;6.833228e+04;7.150029e+04;7.482808e+04;7.450643e+04;8.154742e+04;8.507433e+04;8.684430e+04;9.363355e+04;9.842662e+04;1.014417e+05;1.014763e+05;1.053910e+05;1.068954e+05;9.873258e+04;9.888632e+04;9.979209e+04;1.008398e+05;9.369636e+04;9.804138e+04;9.916215e+04
Philippines;CBA_GgCO2eq;9.399552e+04;9.772111e+04;1.014467e+05;1.088145e+05;1.192012e+05;1.251712e+05;1.384259e+05;1.435613e+05;1.305071e+05;1.360942e+05;1.374508e+05;1.359586e+05;1.396780e+05;1.388267e+05;1.404982e+05;1.419104e+05;1.394817e+05;1.440808e+05;1.485237e+05;1.471369e+05;1.580445e+05;1.596201e+05;1.662032e+05;1.743731e+05;1.756441e+05;1.862330e+05;2.334231e+05;2.475251e+05;2.550936e+05;2.554409e+05;2.400985e+05;2.465853e+05;2.608678e+05
Poland;CBA_GgCO2eq;3.552578e+05;3.573086e+05;3.593594e+05;3.672016e+05;3.653624e+05;3.752698e+05;3.991080e+05;3.953440e+05;3.843019e+05;3.724382e+05;3.673889e+05;3.647718e+05;3.588318e+05;3.679203e+05;3.762801e+05;3.799010e+05;4.011731e+05;4.098634e+05;4.151913e+05;3.850985e+05;4.087405e+05;4.119394e+05;4.022090e+05;3.960512e+05;3.784490e+05;3.845978e+05;3.271324e+05;3.338953e+05;3.407529e+05;3.204647e+05;3.136700e+05;3.246278e+05;3.403965e+05
Portugal;CBA_GgCO2eq;7.415261e+04;7.941684e+04;8.468107e+04;8.025690e+04;8.266779e+04;9.027433e+04;9.048053e+04;9.428710e+04;1.003159e+05;1.091002e+05;1.100684e+05;1.069272e+05;1.101102e+05;1.089394e+05;1.147408e+05;1.122313e+05;1.129806e+05;1.113005e+05;1.097045e+05;9.997451e+04;9.673594e+04;9.110764e+04;8.653799e+04;8.390961e+04;8.261579e+04;8.604087e+04;6.681349e+04;7.241600e+04;7.061560e+04;6.577609e+04;6.425547e+04;6.094395e+04;6.302308e+04
Qatar;CBA_GgCO2eq;2.058927e+04;2.654824e+04;3.250722e+04;3.356983e+04;3.156095e+04;3.125411e+04;3.189832e+04;3.567561e+04;2.985292e+04;2.919702e+04;3.253611e+04;3.531516e+04;3.556704e+04;4.805358e+04;5.467016e+04;5.832669e+04;7.952140e+04;8.709861e+04;9.585805e+04;1.044806e+05;1.139905e+05;1.290577e+05;1.404098e+05;1.417586e+05;1.423992e+05;1.508283e+05;1.752867e+05;1.645642e+05;1.788651e+05;1.817267e+05;1.569354e+05;1.582152e+05;1.623337e+05
South Korea;CBA_GgCO2eq;3.317885e+05;3.603799e+05;3.889713e+05;4.212724e+05;4.873750e+05;5.216753e+05;4.998965e+05;5.376186e+05;4.466074e+05;5.196816e+05;5.657769e+05;5.843655e+05;6.071231e+05;5.690734e+05;5.929897e+05;5.954972e+05;6.068249e+05;6.201636e+05;6.186123e+05;5.886037e+05;6.448829e+05;6.607918e+05;6.679834e+05;6.751277e+05;6.635349e+05;6.684276e+05;6.793558e+05;7.081507e+05;7.224618e+05;6.982694e+05;6.640875e+05;6.728994e+05;6.538582e+05
Moldova;CBA_GgCO2eq;5.742026e+02;4.373161e+02;3.004296e+02;2.691967e+02;2.431977e+02;2.233306e+02;2.550790e+02;2.368388e+02;2.077606e+02;1.434392e+02;1.631381e+02;1.784674e+02;1.909271e+02;2.263002e+02;3.593727e+02;4.481194e+02;6.993693e+02;1.171199e+03;2.109406e+03;2.672896e+03;2.762078e+03;3.412567e+03;3.564994e+03;4.745659e+03;7.785929e+02;9.796807e+02;3.564510e+03;4.475024e+03;8.754593e+03;4.449852e+03;4.044612e+03;4.370925e+03;4.721352e+03
Romania;CBA_GgCO2eq;2.212191e+05;1.857186e+05;1.502181e+05;1.496502e+05;1.502835e+05;1.595756e+05;1.627505e+05;1.535410e+05;1.423581e+05;1.263541e+05;1.233729e+05;1.291225e+05;1.322167e+05;1.413903e+05;1.440421e+05;1.473273e+05;1.539286e+05;1.643617e+05;1.637448e+05;1.373385e+05;1.349149e+05;1.417727e+05;1.363723e+05;1.283475e+05;1.254985e+05;1.261930e+05;3.962515e+04;4.739731e+04;1.267318e+05;1.210322e+05;1.192972e+05;1.251760e+05;1.168046e+05
Russia;CBA_GgCO2eq;2.779319e+06;2.611123e+06;2.442928e+06;2.237055e+06;1.940660e+06;1.900314e+06;1.782753e+06;1.700802e+06;1.546200e+06;1.524388e+06;1.573440e+06;1.641014e+06;1.620886e+06;1.673920e+06;1.705486e+06;1.739660e+06;1.801046e+06;1.821708e+06;1.876738e+06;1.710471e+06;1.819552e+06;1.898981e+06;1.926511e+06;1.883666e+06;1.759587e+06;1.835416e+06;1.539886e+06;1.549575e+06;1.682590e+06;1.670550e+06;1.651038e+06;1.704873e+06;1.610535e+06
Rwanda;CBA_GgCO2eq;4.586640e+03;4.488626e+03;4.390612e+03;4.257531e+03;4.405323e+03;3.657246e+03;3.821859e+03;4.254968e+03;4.088537e+03;4.467385e+03;4.067592e+03;4.394558e+03;4.527897e+03;4.869524e+03;5.137305e+03;5.388869e+03;5.751429e+03;6.093569e+03;6.500956e+03;6.758725e+03;7.227697e+03;7.639527e+03;7.722793e+03;7.899016e+03;7.714235e+03;8.343164e+03;7.589388e+03;7.618369e+03;8.619610e+03;8.695786e+03;8.455472e+03;8.582249e+03;8.712675e+03
Samoa;CBA_GgCO2eq;4.703127e+02;4.672035e+02;4.640943e+02;4.359095e+02;4.825345e+02;4.705705e+02;4.804585e+02;5.017794e+02;4.658459e+02;5.105494e+02;4.689980e+02;5.436611e+02;5.559885e+02;5.516473e+02;5.456000e+02;5.644275e+02;5.552610e+02;5.575912e+02;5.480538e+02;5.667953e+02;5.856299e+02;6.208616e+02;5.982459e+02;6.040611e+02;5.565692e+02;5.969500e+02;4.565645e+02;4.457054e+02;6.545975e+02;6.456141e+02;6.583698e+02;6.605482e+02;6.925006e+02
San Marino;CBA_GgCO2eq;6.360210e+02;6.332781e+02;6.305353e+02;5.755649e+02;6.272193e+02;6.251749e+02;6.464159e+02;6.534568e+02;5.775701e+02;6.307984e+02;5.967630e+02;6.107413e+02;6.297808e+02;6.203570e+02;6.094789e+02;6.222240e+02;6.168822e+02;6.353828e+02;6.668774e+02;6.952622e+02;1.012345e+03;1.440983e+03;1.323856e+03;1.313420e+03;1.149809e+03;1.197459e+03;2.361094e+02;2.271358e+02;5.791722e+02;5.748926e+02;5.698078e+02;5.561126e+02;5.661470e+02
Sao Tome and Principe;CBA_GgCO2eq;3.323562e+02;3.089128e+02;2.854694e+02;2.919620e+02;3.084317e+02;2.916282e+02;3.150760e+02;2.877140e+02;2.273063e+02;2.729633e+02;2.620331e+02;2.668746e+02;2.811272e+02;2.661613e+02;2.603907e+02;2.622820e+02;2.864576e+02;2.847484e+02;3.100580e+02;3.192281e+02;3.285536e+02;3.503574e+02;3.342017e+02;3.487954e+02;2.968157e+02;3.093611e+02;1.301016e+02;1.173760e+02;2.966660e+02;2.988842e+02;2.998558e+02;2.973942e+02;2.998609e+02
Saudi Arabia;CBA_GgCO2eq;1.720370e+05;2.120680e+05;2.520990e+05;2.625664e+05;2.332985e+05;2.048627e+05;2.233495e+05;1.981969e+05;1.999655e+05;2.040002e+05;2.630685e+05;2.539579e+05;2.700876e+05;3.272758e+05;3.846733e+05;3.979018e+05;4.570912e+05;4.481749e+05;4.956816e+05;5.203500e+05;5.594933e+05;5.587169e+05;6.273248e+05;6.329588e+05;6.589401e+05;7.031623e+05;7.186684e+05;6.926824e+05;6.976448e+05;6.711653e+05;6.667855e+05;6.675459e+05;7.038256e+05
Senegal;CBA_GgCO2eq;1.422836e+04;1.435379e+04;1.447922e+04;1.457714e+04;1.462533e+04;1.467956e+04;1.552285e+04;1.482909e+04;1.499335e+04;1.600421e+04;1.692583e+04;1.663203e+04;1.636629e+04;1.651954e+04;1.804050e+04;1.886521e+04;1.856938e+04;1.912479e+04;2.010176e+04;1.985220e+04;2.269922e+04;2.370376e+04;2.276629e+04;2.387701e+04;2.456602e+04;2.549239e+04;2.490897e+04;2.463310e+04;2.631366e+04;2.738547e+04;2.725693e+04;2.779849e+04;2.829428e+04
Serbia;CBA_GgCO2eq;8.299512e+04;7.484313e+04;6.669113e+04;5.905687e+04;5.486091e+04;5.815098e+04;6.509065e+04;6.816472e+04;7.054004e+04;5.251443e+04;6.159410e+04;6.696162e+04;6.669307e+04;7.389097e+04;8.031897e+04;7.144069e+04;8.130874e+04;8.128090e+04;8.128722e+04;7.716097e+04;8.314125e+04;9.200272e+04;8.597791e+04;8.777403e+04;7.600092e+04;8.578803e+04;7.016885e+04;6.886575e+04;7.971692e+04;7.982704e+04;7.867840e+04;6.862456e+04;7.373461e+04
Seychelles;CBA_GgCO2eq;6.267419e+02;6.152884e+02;6.038350e+02;6.314960e+02;6.422418e+02;6.671992e+02;7.110506e+02;8.302009e+02;8.955319e+02;1.003791e+03;1.025700e+03;1.198253e+03;1.090500e+03;1.057710e+03;1.156745e+03;1.199437e+03;1.232664e+03;1.173386e+03;1.207233e+03;1.063013e+03;9.963660e+02;9.291108e+02;9.900371e+02;9.744214e+02;9.506216e+02;1.035898e+03;7.501812e+02;7.446029e+02;9.868755e+02;9.907782e+02;1.010525e+03;9.993584e+02;9.971907e+02
